證券代碼,年月,營收成長率,ROE(A)－稅後
4765 磐采,202512,-18.35,-3.65
4766 南寶,202512,-3.13,4.19
4767 誠泰科技,202512,-23.42,2.16
4768 晶呈科技,202512,147.32,1.23
4770 上品,202512,-35.02,1.79
4771 望隼,202512,24.84,5.4
4772 台特化,202512,240.59,6.61
4773 高福,202512,-5.18,2.44
4804 大略-KY,202512,5.73,-65.82
4806 桂田文創,202512,-14.94,-1.48
4807 日成-KY,202512,-7.5,1.15
4903 聯光通,202512,40.86,1.88
4904 遠傳,202512,12.06,4.07
4905 台聯電,202512,19.79,1.12
4906 正文,202512,-41.11,0.81
4907 富宇,202512,-98.95,-0.85
4908 前鼎,202512,-33.27,2.72
4909 新復興,202512,-90.35,0.78
4911 德英,202512,-3.69,2.99
4912 聯德控股-KY,202512,23.78,0.67
4915 致伸,202512,13.05,2.23
4916 事欣科,202512,34.06,2.4
4919 新唐,202512,-3.16,-5.15
4923 力士,202512,23.26,-4.13
4924 欣厚-KY,202512,-33.04,1.02
4925 智微,202512,14.99,-3.26
4927 泰鼎-KY,202512,-13.27,-15.02
4930 燦星網,202512,-28.19,0.13
4931 新盛力,202512,92.46,8.71
4933 友輝,202512,-18.45,4.44
4934 太極,202512,2.68,-6.69
4935 茂林-KY,202512,-36.94,0.5
4938 和碩,202512,-2.29,2.69
4939 亞電,202512,-5.78,0.74
4942 嘉彰,202512,17.69,2.07
4943 康控-KY,202512,24.36,-23.14
4946 辣椒,202512,331.78,5.46
4949 有成精密,202512,3.38,1.77
4950 金耘國際,202512,-1.4,1.22
4951 精拓科,202512,4,8.04
4952 凌通,202512,-2.6,0.11
4953 緯軟,202512,19.97,4.54
4956 光鋐,202512,-2.45,1.43
4958 臻鼎-KY,202512,1.31,2.84
4960 誠美材,202512,3.49,-3.52
4961 天鈺,202512,-22.59,1.16
4966 譜瑞-KY,202512,-5.64,2.51
4967 十銓,202512,94.36,18.34
4968 立積,202512,6.03,4.43
4971 IET-KY,202512,41.44,3.15
4972 湯石照明,202512,-22.68,-1.04
4973 廣穎,202512,-3.77,7.05
4974 亞泰,202512,-38.01,2.21
4976 佳凌,202512,-6.97,-2.98
4977 眾達-KY,202512,-36.03,1.93
4979 華星光,202512,10.14,6.22
4980 佐臻,202512,96.77,4.23
4987 科誠,202512,2.22,5.22
4989 榮科,202512,38.78,-1.3
4991 環宇-KY,202512,44.55,2.18
4994 傳奇,202512,-17.29,1.61
4995 晶達,202512,5.17,5.66
4999 鑫禾,202512,1.55,-0.75
5007 三星,202512,-1.73,4.12
5009 榮剛,202512,-7.94,2.95
5011 久陽,202512,-5.98,-6.58
5013 強新,202512,-8.24,1.99
5014 建錩,202512,-13.21,-4.84
5015 華祺,202512,-27.57,2.06
5016 松和,202512,-4.55,1.76
5201 凱衛,202512,23.85,0.29
5202 力新,202512,-30.2,-0.31
5203 訊連,202512,25.08,1.81
5205 中茂,202512,-29.3,-7.23
5206 坤悅,202512,-48.42,-1.14
5209 新鼎,202512,18.92,10.09
5210 寶碩,202512,8.41,5.68
5211 蒙恬,202512,61.68,-0.81
5212 凌網,202512,12.59,10.96
5213 亞昕,202512,-1,6.71
5215 科嘉-KY,202512,-7.89,1.25
5216 優燈,202512,32.99,11.21
5220 萬達光電,202512,-17.01,-1.43
5222 全訊,202512,-20.25,2.3
5223 安力-KY,202512,1.19,-1.84
5225 東科-KY,202512,-21.01,1.4
5227 立凱-KY,202512,-63.46,-30.52
5228 鈺鎧,202512,47.82,5.41
5230 雷笛克光學,202512,-11.3,-0.33
5234 達興材料,202512,11.15,6.11
5236 凌陽創新,202512,-6.64,4.88
5240 建騰,202512,32.43,11.88
5243 乙盛-KY,202512,-20.89,2.17
5244 弘凱,202512,0.06,-0.53
5245 智晶,202512,-21.62,-11.18
5246 勵威,202512,-9.05,-11.1
5248 景傳,202512,-15.87,-2.45
5251 天鉞電,202512,-35.22,1.37
5254 欣訊科技,202512,11.46,6.62
5258 虹堡,202512,8.61,6.61
5262 立達,202512,-1.31,5.17
5263 智崴,202512,-16.92,0.21
5267 龍翩,202512,-4.08,4.48
5269 祥碩,202512,85.31,4.36
5271 紘通,202512,22.7,10.22
5272 笙科,202512,-4.57,-3.06
5274 信驊,202512,16.13,17.19
5276 達輝-KY,202512,-12.68,2.12
5278 尚凡*,202512,8.99,2.46
5283 禾聯碩,202512,0.56,2.58
5284 jpp-KY,202512,61.7,4.23
5285 界霖,202512,2.56,1.86
5287 數字,202512,-0.41,9.94
5288 豐祥-KY,202512,-3.62,4.08
5289 宜鼎,202512,115.74,10.14
5291 邑昇,202512,11.6,0.22
5292 華懋,202512,4.63,6.94
5295 懷藝,202512,0.84,0.17
5297 廣化,202512,5.13,5.51
5299 杰力,202512,-25.14,2.01
5301 寶得利,202512,6.41,-10.07
5302 太欣,202512,113.84,1.02
5306 桂盟,202512,-8.21,2.03
5309 系統電,202512,14.22,0.69
5310 天剛,202512,-79.12,-4.83
5312 寶島科,202512,14.97,1.76
5314 世紀*,202512,317.59,43.02
5315 光聯,202512,8.08,2.31
5321 美而快,202512,-19.54,-1.38
5324 士開,202512,-58.73,4.17
5328 華容,202512,-6.9,1.72
5340 建榮,202512,13.1,3.56
5344 立衛,202512,11.8,0
5345 馥鴻,202512,417.15,-0.28
5346 力晶,202512,4.31,11.86
5347 世界,202512,9.01,2.15
5348 正能量智能,202512,-6.08,-2.66
5351 鈺創,202512,134.7,1.33
5353 台林,202512,11.29,2.01
5355 佳總,202512,16.34,-6.55
5356 協益,202512,-20.69,0.68
5364 力麗店,202512,-49.98,0.07
5371 中光電,202512,14.26,0.78
5381 合正,202512,-4.92,1.04
5386 青雲,202512,74.56,24.25
5387 茂德,202512,17.96,-7.8
5388 中磊,202512,16.82,1.66
5392 能率,202512,-7.58,-0.02
5398 慕康生醫,202512,-15.83,0.54
5403 中菲,202512,0.94,7.65
5410 國眾,202512,-25.91,3.37
5425 台半,202512,3.46,3.59
5426 振發,202512,-11.69,0.81
5432 新門,202512,46.45,6.48
5434 崇越,202512,8.75,6.22
5438 東友,202512,-28.72,-0.47
5439 高技,202512,131.98,10.45
5443 均豪,202512,-17.26,1.56
5450 南良,202512,-10.28,1.23
5452 佶優,202512,-18.46,0.16
5455 昇益,202512,-99.8,-0.34
5457 宣德,202512,-3.05,3.88
5460 同協,202512,-19.05,0.2
5464 霖宏,202512,18.15,3.03
5465 富驊,202512,-16.57,-0.6
5468 凱鈺,202512,90.55,-4.35
5469 瀚宇博,202512,51.1,1.94
5471 松翰,202512,-3.97,1.04
5474 聰泰,202512,6.87,2.71
5475 德宏,202512,70.01,1.39
5478 智冠,202512,10.79,3.37
5481 新華,202512,-1.61,-0.04
5483 中美晶,202512,-2.42,2.77
5484 慧友,202512,75.75,1.13
5487 通泰,202512,-19.74,0.18
5488 松普,202512,-1.29,0.54
5489 彩富,202512,-2.64,2.83
5490 同亨,202512,9.29,3.07
5493 三聯,202512,16.37,2.66
5498 凱崴,202512,39.78,1.63
5508 永信建,202512,-22.4,3.16
5511 德昌,202512,31.74,6.85
5512 力麒,202512,2.58,0.76
5514 三豐,202512,-99.79,-0.66
5515 建國,202512,-6.4,6.28
5516 雙喜,202512,10.68,-2.06
5519 隆大,202512,-61.92,2.34
5520 力泰,202512,-1.24,3.79
5521 工信,202512,2.85,1.28
5522 遠雄,202512,349.53,9.26
5523 豐謙,202512,-72.98,-0.07
5525 順天,202512,8.95,9.39
5529 鉅陞,202512,4727.82,20.76
5530 龍巖,202512,-30.73,1.17
5531 鄉林,202512,-93.69,-1.98
5533 皇鼎,202512,-60.18,0.4
5534 長虹,202512,-23.31,5.29
5536 聖暉*,202512,15.58,6.75
5538 東明-KY,202512,-3.84,2.13
5541 廣朋實業,202512,40.68,-7.99
5543 桓鼎-KY,202512,-4.4,-0.89
5546 永固-KY,202512,-51.17,-5
5547 久舜,202512,20.85,4.48
5548 安倉,202512,18.67,4.46
5601 台聯櫃,202512,1.96,0.46
5603 陸海,202512,-13.58,1.37
5604 中連,202512,1.8,1.11
5607 遠雄港,202512,25.05,2.2
5608 四維航,202512,-7.67,-0.28
5609 中菲行,202512,-9.44,4.35
5701 劍湖山,202512,21.59,3.15
5703 亞都,202512,9.1,6.11
5704 老爺知,202512,123.39,2.01
5706 鳳凰,202512,-12.78,3.23
5828 富邦保,202512,10.04,6.84
5831 D新光人壽,202512,0.83,2.72
5833 元大證金,202512,-14.67,0.6
5834 兆豐保險,202512,5.74,1.04
5835 國泰世華,202512,12.56,2.77
5836 台北富邦銀,202512,13.84,2.13
5838 華銀,202512,5.23,2.24
5839 中華開發資本,202512,17.66,1.33
5840 國票,202512,63.35,1.42
5841 中信銀,202512,17.76,3.5
5842 兆豐票券,202512,29.16,1.37
5843 兆豐銀行,202512,6.69,1.48
5844 一銀,202512,13.8,1.69
5846 國壽,202512,16.06,2.96
5847 玉山銀,202512,32.18,2.64
5848 台新銀,202512,18.79,2.81
5849 永豐銀行,202512,15.76,1.71
5852 元大銀,202512,6.25,1.47
5854 合庫,202512,17.02,1.6
5859 遠壽,202512,-3.84,-1.2
5863 瑞興銀,202512,-17.15,0.87
5864 致和證,202512,779.09,8.03
5865 富邦人壽,202512,-4.6,2.33
5868 臺灣金控,202512,79.28,1.45
5871 中租-KY,202512,-4.61,2.65
5876 上海商銀,202512,5.09,0.95
5878 台名,202512,3.25,3.56
5880 合庫金,202512,28.06,1.86
5901 中友,202512,3.82,1.64
5902 德記,202512,-0.63,3.38
5903 全家,202512,8.12,4.72
5904 寶雅,202512,9.61,12.52
5905 南仁湖,202512,38.94,-6.37
5906 台南-KY,202512,1.99,0.73
5907 大洋-KY,202512,-15.59,-7.66
6005 群益證,202512,30.99,3.76
6008 凱基證,202512,20.32,5.04
6015 宏遠證,202512,131.72,3.62
6016 康和證,202512,50.73,5.49
6020 大展證,202512,354.02,0.33
6021 美好證,202512,118.69,4.33
6023 元大期,202512,11,3.38
6024 群益期,202512,-5.7,3.61
6026 福邦證,202512,114.21,6.92
6027 德信,202512,303.61,10.12
6028 公勝保經,202512,-3.96,7.04
6035 悠遊卡,202512,5.06,13.13
6101 寬魚國際,202512,-48.6,1.39
6103 合邦,202512,57.01,3.37
6104 創惟,202512,4.68,3.94
6108 競國,202512,-3.03,0.14
6109 亞元,202512,37.87,0.48
6111 光聚晶電,202512,98.01,-13.06
6112 邁達特,202512,14.11,2.76
6113 亞矽,202512,4.55,-1.23
6114 久威,202512,-12.02,1.81
6115 鎰勝,202512,1.67,2.96
6116 彩晶,202512,-3.2,-2.48
6117 迎廣,202512,13.89,6.74
6118 建達,202512,12.08,1.81
6120 達運,202512,-12.23,-0.09
6121 新普,202512,10.89,4.63
6122 擎邦,202512,11.42,5.45
6123 上奇,202512,-13.57,3.12
6124 業強,202512,-25.61,-0.76
6125 廣運,202512,50,-1.77
6126 信音,202512,13.3,0.33
6127 九豪,202512,-1.61,-4.05
6128 上福,202512,-6.63,-0.29
6129 普誠,202512,16.19,-1.25
6130 上亞科技,202512,-11.94,-5.32
6133 金橋,202512,34.9,2.83
6134 萬旭,202512,31.94,-0.35
6136 富爾特,202512,37.93,-0.61
6138 茂達,202512,27.69,7.29
6139 亞翔,202512,141.27,17.21
6140 訊達,202512,-25.61,-8.2
6141 柏承,202512,-3.29,-43.02
6142 友勁,202512,1.58,-1
6143 振曜,202512,13.51,6.56
6144 得利影,202512,5.93,-1.01
6146 耕興,202512,1.04,5.09
6147 頎邦,202512,0.81,1.79
6148 驊宏資,202512,43.75,5.07
6150 撼訊,202512,25.63,3.36
6151 晉倫,202512,4.76,0.57
6152 百一,202512,3.55,-3.31
6153 嘉聯益,202512,-26.75,-10.08
6154 順發,202512,7.59,2.06
6155 鈞寶,202512,7.86,1.81
6156 松上,202512,-13.95,1.6
6158 禾昌,202512,-5.92,-2.56
6160 欣技,202512,-26.45,-6.53
6161 捷波,202512,31.23,3.32
6163 華電網,202512,13.42,4.7
6164 華興,202512,-17.76,0.42
6165 浪凡,202512,13.99,4.88
6166 凌華,202512,1.5,3.25
6167 久正,202512,-4.22,-0.36
6168 宏齊,202512,4.64,-0.1
6169 昱泉,202512,-62.81,-4.38
6170 統振,202512,-0.67,5.24
6171 大城地產,202512,-98.66,-0.04
6173 信昌電,202512,4.24,2.39
6174 安碁,202512,19.9,2.04
6175 立敦,202512,-0.15,2.94
6176 瑞儀,202512,-20.86,2.63
6177 達麗,202512,-1.03,18.5
6179 亞通,202512,-36.68,-1.58
6180 橘子,202512,-11.99,-7.01
6182 合晶,202512,16.42,0.72
6183 關貿,202512,3.34,4.82
6184 大豐電,202512,0.44,0.4
6185 幃翔,202512,13.29,0.52
6186 新潤,202512,-92.97,0.97
6187 萬潤,202512,-44.43,4.59
6188 廣明,202512,10.85,1.7
6189 豐藝,202512,-12.77,4.3
6190 萬泰科,202512,0.39,2.56
6191 精成科,202512,87.16,3.07
6192 巨路,202512,-8.83,3.12
6194 育富,202512,-20.95,0.87
6195 詩肯,202512,-5.51,0.3
6196 帆宣,202512,-2.69,4.79
6197 佳必琪,202512,11.62,6.79
6198 瑞築,202512,8.2,-0.4
6199 天品,202512,383.84,-0.67
6201 亞弘電,202512,-21.76,2.09
6202 盛群,202512,-1.39,0.94
6203 海韻電,202512,20.99,6.09
6204 艾華,202512,-10.36,1.34
6205 詮欣,202512,-11.15,1.53
6206 飛捷,202512,-15.92,4.3
6207 雷科,202512,-43.17,0.77
6208 日揚,202512,0.32,2.4
6209 今國光,202512,80.46,2.49
6210 慶生,202512,53.93,-2.93
6212 理銘,202512,-78.56,1.93
6213 聯茂,202512,16.34,2.09
6214 精誠,202512,6.76,3.91
6215 和椿,202512,25.59,4.31
6216 居易,202512,-18.41,1.08
6217 中探針,202512,15.85,-1.59
6218 豪勉,202512,-11.42,-3.52
6219 富旺,202512,-6.65,11.51
6220 岳豐,202512,-7.33,1.7
6221 晉泰,202512,-31.96,2.74
6222 立軒,202512,-60.32,-0.75
6223 旺矽,202512,27.74,7.42
6224 聚鼎,202512,-10.5,-1.95
6225 天瀚,202512,54.22,4.12
6226 光鼎,202512,-22.41,-1.06
6227 茂綸,202512,20.72,7.63
6228 全譜,202512,94.59,2.35
6229 研通,202512,11.58,0.42
6230 尼得科超眾,202512,13.75,-1.74
6231 系微,202512,5.65,8.48
6233 旺玖,202512,-10.72,-0.46
6234 高僑,202512,-6.38,1.54
6235 華孚,202512,42.73,2.29
6236 中湛,202512,-27.95,0.75
6237 驊訊,202512,9.53,-0.37
6239 力成,202512,25.21,3.33
6240 松崗,202512,-0.49,1.62
6241 鑫永洋,202512,-14.74,3.01
6242 立康,202512,4.69,3.24
6243 迅杰,202512,-32.65,-1.19
6244 茂迪,202512,-2.68,-1.16
6245 立端,202512,-4.4,3.63
6246 臺龍,202512,-4.13,11.38
6248 沛波,202512,-17.34,2.07
6257 矽格,202512,7.12,4.89
6259 百徽,202512,11.29,1.79
6261 久元,202512,27.79,2.82
6263 普萊德,202512,0.32,8.98
6264 富裔,202512,217.94,2.45
6265 方土昶,202512,184.07,7.92
6266 泰詠,202512,2.28,3.36
6269 台郡,202512,-1.55,-2.51
6270 倍微,202512,-1.03,0.56
6271 同欣電,202512,-5.55,1.77
6272 驊陞,202512,6.29,2.27
6274 台燿,202512,44.6,6.21
6275 元山,202512,14.85,3.82
6276 安鈦克,202512,-1.68,2.45
6277 宏正,202512,2.51,1.97
6278 台表科,202512,2.02,3.29
6279 胡連,202512,8.29,6.11
6281 全國電,202512,-2.94,2.26
6282 康舒,202512,12.91,2.13
6283 淳安,202512,-19.91,0.27
6284 佳邦,202512,-3.78,2.44
6285 啟碁,202512,-3.34,2.95
6288 聯嘉,202512,,3.24
6290 良維,202512,19.96,5.5
6291 沛亨,202512,31.41,8.56
6292 迅德,202512,5.07,5.16
6294 智基,202512,-14.66,0.38
6403 群登,202512,9.72,-3.77
6405 悅城,202512,-99.46,-0.57
6407 相互,202512,24.04,7.12
6409 旭隼,202512,-7.37,5.9
6411 晶焱,202512,-12.21,1.13
6412 群電,202512,-20.54,3.2
6414 樺漢,202512,-0.3,3.24
6415 矽力*-KY,202512,5.55,2.24
6416 瑞祺電通,202512,0.23,2.69
6417 韋僑,202512,6.17,3.95
6418 詠昇,202512,6.06,0.05
6419 京晨科,202512,-29.36,16.57
6423 億而得,202512,-2.67,-0.38
6425 易發,202512,4.56,3.88
6426 統新,202512,44.03,1.28
6428 淘米,202512,6.31,6.02
6431 光麗-KY,202512,-8.31,-10.24
6432 今展科,202512,8.77,1.41
6434 達輝光電,202512,-5.31,-3.81
6435 大中,202512,26.78,6.33
6438 迅得,202512,25.77,1.59
6441 廣錠,202512,-71.67,-7.3
6442 光聖,202512,19.94,13.37
6443 元晶,202512,-50.36,-46.79
6446 藥華藥,202512,59.44,4.78
6449 鈺邦,202512,22.71,4.67
6451 訊芯-KY,202512,22.15,1.6
6456 GIS-KY,202512,-18.96,-0.47
6461 益得,202512,-56.74,-11.81
6462 神盾,202512,0.51,-4.69
6464 台數科,202512,0.84,0.41
6465 威潤,202512,277.57,16.7
6467 泰合,202512,,-32.78
6469 大樹,202512,7.47,3.64
6470 宇智,202512,-33.67,5.22
6472 保瑞,202512,-5.15,2.58
6473 美賣*,202512,-42.03,-55.9
6474 華豫寧,202512,-7.28,2.07
6475 智賦科,202512,45.67,0.09
6477 安集,202512,16.24,-0.38
6479 瑞寶基因,202512,-15.29,-13.26
6482 弘煜科,202512,-34.99,4.94
6483 原創生醫,202512,,-29.28
6485 點序,202512,22.56,2.53
6486 互動,202512,35.57,7.64
6488 環球晶,202512,-11.27,2.41
6491 晶碩,202512,7.56,3.76
6492 生華科,202512,-4,-10.12
6493 雷虎生,202512,3.43,-5.8
6494 九齊,202512,10.78,2.77
6496 科懋,202512,15.99,-4.76
6498 久禾光,202512,12.17,5.91
6499 益安,202512,48.51,-11.08
6504 南六,202512,-9.67,2.3
6505 台塑化,202512,-3.36,1.52
6506 雙邦,202512,-7.45,2.37
6508 惠光,202512,-16.3,0
6509 聚和,202512,-2.47,1.98
6510 精測,202512,-7.24,3.28
6512 啟發電,202512,-36.69,-3.15
6515 穎崴,202512,45.13,7.83
6516 勤崴國際,202512,35.56,3.52
6517 保勝光學,202512,11.01,4.58
6518 康科特,202512,12.93,5.4
6523 達爾膚,202512,-19.76,6.23
6525 捷敏-KY,202512,8.56,4.27
6526 達發,202512,-5.82,2.5
6527 明達醫,202512,19.35,3.73
6530 創威,202512,10.35,3.9
6531 愛普*,202512,52.45,6.27
6532 瑞耘,202512,-14.67,16.2
6533 晶心科,202512,-0.09,-0.58
6534 正瀚-創,202512,19.24,1.65
6535 順藥,202512,-34.11,-3.65
6536 碩豐,202512,-19.17,0.17
6538 倉和,202512,-23.13,-0.62
6539 麗彤,202512,25.11,3.96
6541 泰福-KY,202512,6268.43,-7.19
6542 隆中,202512,36.95,2.45
6543 普惠醫工,202512,10.95,3.34
6545 擎力,202512,-4.66,-16.14
6546 正基,202512,-2.42,3.44
6547 高端疫苗,202512,14.14,-3.9
6548 長科*,202512,10.54,4.32
6549 景凱,202512,,-15.17
6550 北極星藥業-KY,202512,-83.4,-35.46
6552 易華電,202512,-25.98,-44.75
6555 榮炭,202512,432.81,-4.08
6556 勝品,202512,0.02,3.43
6558 興能高,202512,-14.72,-3.88
6559 研晶,202512,8.69,5.5
6560 欣普羅,202512,103.65,3.44
6561 是方,202512,-10.62,8.43
6562 聯亞藥,202512,-20.63,-29.56
6563 映智,202512,-6.73,-7.48
6564 安特羅,202512,30.44,-38.42
6565 物聯,202512,19.56,15.27
6568 宏觀,202512,9.22,3.26
6569 醫揚,202512,-17.47,3.01
6570 維田,202512,18.86,2.53
6572 博錸,202512,-27.39,-5.91
6573 虹揚-KY,202512,-18.08,-4.24
6574 霈方,202512,8.26,7.24
6576 逸達,202512,-62.85,-14.69
6577 勁豐,202512,-0.89,8.61
6578 達邦蛋白,202512,-0.95,-4.4
6579 研揚,202512,30.59,2.64
6580 台睿,202512,156.01,-28.95
6581 鋼聯,202512,-18.71,4.35
6582 申豐,202512,-72.69,-0.38
6583 友松,202512,-16.85,7.75
6584 南俊國際,202512,34.03,5.93
6585 鼎基,202512,-9.35,3.46
6586 醣基,202512,-71.22,-6.75
6588 東典光電,202512,9.34,1.35
6589 台康生技,202512,23.41,-2.05
6590 普鴻,202512,2.14,4.41
6591 動力-KY,202512,38.72,1.42
6592 和潤企業,202512,-8.73,2.37
6593 台灣銘板,202512,-33.25,-1.61
6595 光禹國際,202512,-32.95,-4.63
6596 寬宏藝術,202512,5.93,3.28
6597 立誠,202512,-7.88,3.24
6598 ABC-KY,202512,37.08,-9.66
6599 普達系統,202512,-7.12,5.78
6603 富強鑫,202512,19.32,2.18
6604 儒億,202512,3.86,8.76
6605 帝寶,202512,-5.02,4.28
6606 建德工業,202512,20.87,2.24
6609 瀧澤科,202512,-34.83,-2.59
6610 安成生技,202512,,-60.17
6612 奈米醫材,202512,17,0.11
6613 朋億*,202512,-11.3,4.35
6614 資拓宏宇,202512,-24.88,6.49
6615 慧智,202512,-7.52,-0.64
6616 特昇-KY,202512,-8.38,-2.95
6617 共信-KY,202512,-11.4,-2.03
6618 永虹先進,202512,178.14,-7.59
6620 漢達,202512,59.45,3.41
6621 華宇藥,202512,-5.04,-6.96
6622 百聿數碼,202512,35.08,-11.39
6624 萬年清,202512,-25.47,1.77
6625 必應,202512,52.98,8.39
6629 泰金-KY,202512,71.02,5
6634 欣耀,202512,,-5.22
6637 醫影,202512,18.78,3.39
6638 沅聖,202512,-24.03,-6.37
6639 源大環能,202512,-19.65,-10.14
6640 均華,202512,-20.59,4.36
6641 基士德-KY,202512,6.87,0.8
6642 富致,202512,-3.53,2.88
6643 M31,202512,66.14,5.37
6645 金萬林-創,202512,11.02,-5.35
6648 斯其大,202512,11.26,-7.57
6649 台生材,202512,58.92,0.55
6650 帝圖,202512,-21.45,6.37
6651 全宇昕,202512,-11.51,5.5
6652 雅祥生醫,202512,,-5.15
6654 天正國際,202512,20.82,1.18
6655 科定,202512,11.1,4.48
6657 華安,202512,8.44,-6.86
6658 聯策,202512,-0.26,2.38
6659 天明,202512,12.02,3.37
6661 威健生技,202512,11.62,-0.18
6662 樂斯科,202512,-17.26,3.78
6664 群翊,202512,12.07,6.4
6665 康聯生醫,202512,-11.14,1.31
6666 羅麗芬-KY,202512,8.66,-0.65
6667 信紘科,202512,61.14,7.13
6668 中揚光,202512,46.87,-3.98
6669 緯穎,202512,152.95,11.85
6670 復盛應用,202512,0.12,6.93
6671 三能-KY,202512,-7.36,2.59
6672 騰輝電子-KY,202512,7.6,2.87
6673 和詮,202512,48.91,-13.5
6674 鋐寶科技,202512,-52.81,-1.12
6676 祥翊,202512,-20.15,-18.09
6677 瑩碩生技,202512,-8.32,-1.23
6679 鈺太,202512,-7.56,3.07
6680 鑫創電子,202512,-1.3,3.29
6682 華旭先進,202512,689.66,2.69
6683 雍智科技,202512,13.32,5.51
6684 安格,202512,-14.42,-4.65
6689 伊雲谷,202512,-13.23,2.7
6690 安碁資訊,202512,14.6,3.06
6691 洋基工程,202512,33.13,13.84
6692 進能服,202512,-80.87,-1.13
6693 廣閎科,202512,32.41,4.5
6695 芯鼎,202512,-8.83,0.18
6696 仁新,202512,,-9.8
6697 東捷資訊,202512,8.45,2.21
6698 旭暉應材,202512,26.61,0.34
6703 軒郁,202512,10.46,10.86
6704 國璽幹細胞,202512,2.33,-7.56
6705 振躍精密,202512,-7.83,10.59
6706 惠特,202512,-67.78,-0.48
6707 富基電通,202512,25.61,13.71
6708 天擎,202512,24.66,1.55
6709 昱厚生技,202512,,-20.73
6712 長聖,202512,3.33,8.2
6715 嘉基,202512,-18.51,1.72
6716 應廣,202512,-11.2,4.07
6717 智慧光,202512,-35.09,3.25
6719 力智,202512,27.17,1.76
6720 久昌,202512,-26.41,2.91
6721 信實,202512,9.48,2.57
6722 輝創,202512,-7.88,3.23
6723 傑智環境,202512,17.31,9.54
6725 矽科宏晟,202512,22.34,8.44
6727 亞泰金屬,202512,41.33,5.26
6728 上洋,202512,32.78,2.93
6729 機光科技,202512,-12.64,3.55
6730 常廣,202512,16.29,2.37
6732 昇佳電子,202512,-7.72,2.18
6733 博晟生醫,202512,19.59,-3.1
6734 安盛生,202512,19.04,-599.48
6735 美達科技,202512,74.54,4.25
6737 秀育,202512,-44.85,2.27
6738 鼎恒,202512,-0.63,-20.76
6739 竹陞科技,202512,101.87,14.66
6741 91APP*-KY,202512,14.38,5.4
6742 澤米,202512,-38.26,-0.12
6743 安普新,202512,-5.35,1.8
6744 豐技生技,202512,-3.07,2.38
6748 亞果生醫,202512,7.56,-4.57
6750 泰創工程,202512,-4.27,13.14
6751 智聯服務,202512,-38.12,0.17
6752 叡揚,202512,15.38,6.51
6753 龍德造船,202512,-0.52,5.69
6754 匯僑設計,202512,-32.1,3.27
6755 連鋐科技,202512,-3.07,-3.89
6756 威鋒電子,202512,11.32,0.78
6757 台灣虎航,202512,13.87,7.04
6758 冠亞,202512,6.93,2.27
6761 穩得,202512,-16.89,3.62
6762 達亞,202512,-9.63,-0.03
6763 綠界科技*,202512,9.48,2.05
6767 台微醫,202512,-31.84,-3.38
6768 志強-KY,202512,-4.9,1.98
6770 力積電,202512,12.25,-0.8
6771 平和環保-創,202512,-16.37,1.68
6772 錫安,202512,,-6.14
6775 穎台科技,202512,-29.3,-52.53
6776 展碁國際,202512,8.93,2.9
6780 學習王,202512,-4.01,6.55
6781 AES-KY,202512,39.83,5.06
6782 視陽,202512,16.87,5.94
6784 天凱科技,202512,25.31,7.35
6785 昱展新藥,202512,,-1.05
6786 芯測,202512,268.66,-8.57
6787 晶瑞光,202512,70.25,-20.86
6788 華景電,202512,19.98,7.58
6789 采鈺,202512,-14.87,2.11
6790 永豐實,202512,-7.08,3.79
6791 虎門科技,202512,18.56,3.13
6792 詠業,202512,0.44,1.05
6793 天力離岸,202512,-93.1,-16.61
6794 向榮生技,202512,-41.33,-3.74
6796 晉弘,202512,2.41,4.68
6797 圓點奈米,202512,-16.85,-12.69
6798 展逸,202512,26.44,16
6799 來頡,202512,7.11,3.72
6803 崑鼎,202512,6.18,4.45
6804 明係,202512,-19.78,-4.18
6805 富世達,202512,43.55,11.23
6806 森崴能源,202512,-51.87,-218.54
6807 峰源-KY,202512,-26.02,1.96
6808 三鼎生技,202512,-53.21,2.76
6810 新穎生醫,202512,-85.06,-15.26
6811 宏碁資訊,202512,18.86,5.62
6812 梭特,202512,-22.85,-4.19
6813 富動科,202512,-50.61,-160.08
6814 路迦生醫,202512,-0.9,-16.48
6815 晶鑽生醫,202512,-51.67,-13.75
6816 捷智商訊,202512,29.6,7.94
6817 溫士頓,202512,-6.64,12.63
6818 連騰,202512,-5.67,8.72
6819 眾智,202512,-0.56,-0.16
6820 連訊,202512,-12.25,-0.82
6821 聯寶,202512,-23.47,0.84
