證券代碼,年月,營收成長率,ROE(A)－稅後
2425 承啟,202512,1.44,1.48
2426 鼎元,202512,-7.59,-0.6
2427 三商電,202512,68.23,2.58
2428 興勤,202512,-1.36,3.87
2429 銘旺科,202512,59.67,-5.4
2430 燦坤,202512,-6.66,0.99
2431 聯昌,202512,-34.38,-15.03
2432 倚天酷碁-創,202512,31.39,4.86
2433 互盛電,202512,-1.39,2.45
2434 統懋,202512,-14.62,-2.36
2436 偉詮電,202512,10.66,7.34
2438 翔耀,202512,-5.26,-4.49
2439 美律,202512,14.83,3.04
2440 太空梭,202512,-19.44,0.24
2441 超豐,202512,10.51,2.7
2442 新美齊,202512,1892.5,31.4
2443 昶虹,202512,,-24.48
2444 兆勁,202512,-33.57,-4.5
2449 京元電子,202512,36.57,4.61
2450 神腦,202512,15.56,2.69
2451 創見,202512,171.89,15.3
2453 凌群,202512,5.69,4.15
2454 聯發科,202512,8.8,5.51
2455 全新,202512,32.82,6.06
2457 飛宏,202512,-21.44,-2.45
2458 義隆,202512,-5.8,7.05
2459 敦吉,202512,6.75,1.44
2460 建通,202512,7,-4.74
2461 光群雷,202512,-0.78,-1.8
2462 良得電,202512,-12.71,1.11
2464 盟立,202512,-21.2,-1.08
2465 麗臺,202512,-43.01,3.5
2466 冠西電,202512,-45.79,-6.27
2467 志聖,202512,30.83,4.52
2468 華經,202512,5,2.65
2471 資通,202512,11.46,10.12
2472 立隆電,202512,4.22,5.88
2474 可成,202512,-5.89,1.61
2476 鉅祥,202512,18.79,4.2
2477 美隆電,202512,-3.35,0.24
2478 大毅,202512,0.25,1.88
2480 敦陽科,202512,-2.01,6.46
2481 強茂,202512,11.32,2.59
2482 連宇,202512,-22.28,-1.83
2483 百容,202512,-5.84,-0.35
2484 希華,202512,5.08,1.64
2485 兆赫,202512,146.82,2.23
2486 一詮,202512,1.79,0.4
2488 漢平,202512,-30.14,3
2489 瑞軒,202512,8.82,1.98
2491 吉祥全,202512,-3.82,5.81
2492 華新科,202512,4.7,1.89
2493 揚博,202512,7.21,4.8
2495 普安,202512,-0.37,4.14
2496 卓越,202512,5.22,3.77
2497 怡利電,202512,-13.37,4.56
2498 宏達電,202512,-17.41,-2.09
2501 國建,202512,-6.83,3.51
2504 國產,202512,0.75,3.75
2505 國揚,202512,1245.58,2.87
2506 太設,202512,10.1,-0.12
2509 全坤建,202512,4.43,-1
2511 太子,202512,28.29,0.76
2514 龍邦,202512,1.17,1.16
2515 中工,202512,-17.9,1
2516 新建,202512,-2.9,7.49
2520 冠德,202512,2.45,2.73
2524 京城,202512,-93.11,-0.04
2527 宏璟,202512,-96.51,0.53
2528 皇普,202512,-73.35,1.65
2530 華建,202512,-90.85,-0.35
2534 宏盛,202512,-68.77,0.65
2535 達欣工,202512,58.46,5.25
2536 宏普,202512,237.54,5.34
2537 聯上發,202512,-6.1,0.28
2538 基泰,202512,-29.86,-1.64
2539 櫻花建,202512,-43.46,7.75
2540 愛山林,202512,-49.34,0.08
2542 興富發,202512,36.86,6.28
2543 皇昌,202512,13.94,4.04
2545 皇翔,202512,-82.32,-1.39
2546 根基,202512,33.97,6.54
2547 日勝生,202512,-7.51,0.76
2548 華固,202512,29049.27,12.61
2596 綠意,202512,-25.69,3.33
2597 潤弘,202512,30.49,10.94
2599 樂揚,202512,-86.75,-0.51
2601 益航,202512,-232.71,5.88
2603 長榮,202512,-26.01,1.56
2605 新興,202512,35.02,3.34
2606 裕民,202512,9.22,3.53
2607 榮運,202512,-19.01,1.43
2608 嘉里大榮,202512,-3.9,1.82
2609 陽明,202512,-30.26,0.73
2610 華航,202512,2.29,3.89
2611 志信,202512,-4.21,1.14
2612 中航,202512,-1.5,1.88
2613 中櫃,202512,1.8,1.31
2614 東森,202512,-4.11,3.04
2615 萬海,202512,-19.61,3.75
2616 山隆,202512,1.1,-8.46
2617 台航,202512,7.41,1.95
2618 長榮航,202512,1.92,5.51
2630 亞航,202512,6.21,0.68
2633 台灣高鐵,202512,8.23,2.18
2634 漢翔,202512,-3.2,3.02
2636 台驊控股,202512,-24.93,2.77
2637 慧洋-KY,202512,9.24,4.53
2640 大車隊,202512,5.83,6.76
2641 正德,202512,34.4,1.93
2642 宅配通,202512,-9.45,-1.82
2643 捷迅,202512,35.89,2.88
2644 中信造船,202512,47.68,1.89
2645 長榮航太,202512,5.62,3.65
2646 星宇航空,202512,18.05,-0.63
2701 萬企,202512,7.31,0.38
2702 華園,202512,2.39,1.29
2704 國賓,202512,11.2,-0.56
2705 六福,202512,-3.4,5.15
2706 第一店,202512,3.77,0.48
2707 晶華,202512,6.61,10.77
2712 遠雄來,202512,-2.39,-2.76
2718 全心投控,202512,-18.62,2.06
2719 燦星旅,202512,-11.76,3.25
2722 夏都,202512,-4.43,-1.05
2723 美食-KY,202512,-11.83,3.31
2724 藝舍-KY,202512,-27.68,1.82
2726 雅茗-KY,202512,-23.89,-15.18
2727 王品,202512,10.92,6.9
2729 瓦城,202512,4.1,0.37
2731 雄獅,202512,12.57,8.03
2732 六角,202512,21.15,2.18
2733 維格餅家,202512,-9.39,-3.25
2734 易飛網,202512,21.6,-2.75
2736 富野,202512,10.53,-1.34
2739 寒舍,202512,5.85,7.93
2740 華軒,202512,-62.2,-11.68
2741 老四川,202512,-8.53,3.35
2743 山富,202512,8.02,-1.27
2745 五福,202512,17.76,6.41
2748 雲品,202512,-0.64,3.77
2751 王座,202512,35.17,5.97
2752 豆府,202512,9.92,7.71
2753 八方雲集,202512,7.85,5.67
2754 亞洲藏壽司,202512,8.15,1.37
2755 揚秦,202512,20.8,6.42
2756 聯發國際,202512,78.64,5.3
2758 路易莎咖啡,202512,27.21,4.04
2760 巨宇翔,202512,57.23,-51.73
2761 橘焱胡同,202512,9.92,-3.21
2762 世界健身-KY,202512,13.26,5.84
2801 彰銀,202512,11.11,1.67
2807 渣打銀行,202512,14.11,2.02
2809 京城銀,202512,-29.21,3.96
2812 台中銀,202512,12.69,2.64
2816 旺旺保,202512,2.63,5.69
2820 華票,202512,46.75,1.4
2823 凱基人壽,202512,16.18,3.34
2832 台產,202512,3.67,2.64
2833 台壽,202512,44.82,1.76
2834 臺企銀,202512,5.89,1.69
2836 高雄銀,202512,17,1.28
2837 凱基銀行,202512,12.96,1.96
2838 聯邦銀,202512,22.49,1.89
2845 遠東銀,202512,10.73,1.61
2848 華南保,202512,11.69,5.8
2849 安泰銀,202512,16.05,1.1
2850 新產,202512,3.45,5.97
2851 中再保,202512,24.74,6.3
2852 第一保,202512,-2.41,1.65
2855 統一證,202512,77.75,5.62
2856 元富證,202512,42.93,3.94
2867 三商壽,202512,18.87,0.6
2880 華南金,202512,11.22,2.81
2881 富邦金,202512,39.07,3.06
2882 國泰金,202512,36.28,3.55
2883 凱基金,202512,28.45,3.44
2884 玉山金,202512,36.57,3.05
2885 元大金,202512,25.77,2.95
2886 兆豐金,202512,10.08,1.74
2887 台新新光金,202512,198.09,3.09
2889 國票金,202512,26.95,1.6
2890 永豐金,202512,31.25,2.53
2891 中信金,202512,47.39,3.81
2892 第一金,202512,17.45,1.82
2893 新光銀行,202512,,5.24
2897 王道銀行,202512,16.33,0.81
2901 欣欣,202512,2.46,1.07
2903 遠百,202512,-1.98,2.17
2904 匯僑,202512,-21.51,-0.12
2905 三商,202512,1.58,0.91
2906 高林,202512,9.22,2.08
2908 特力,202512,-8.84,0.57
2910 統領,202512,-12.3,2.1
2911 麗嬰房,202512,-25.75,106.32
2912 統一超,202512,4.23,5.65
2913 農林,202512,-13.25,-0.25
2915 潤泰全,202512,-43.79,2.65
2916 滿心,202512,-0.48,6.24
2920 海景,202512,-0.64,1
2923 鼎固-KY,202512,261.17,-11.16
2924 宏太-KY,202512,50.08,-4.97
2926 誠品生活,202512,-0.09,1.56
2929 淘帝-KY,202512,-31.31,-5.48
2937 集雅社,202512,9.97,8.21
2938 床的世界,202512,-12.03,1.9
2939 永邑-KY,202512,-30.88,-3.84
2940 歐都納,202512,-2.03,5.04
2941 米斯特,202512,1.38,1.21
2942 京站,202512,-1.61,7.63
2945 三商家購,202512,3.71,2.27
2947 振宇五金,202512,3.56,1.47
2948 寶陞,202512,-4.26,1.61
2949 欣新網,202512,17.98,3.48
3002 歐格,202512,24.59,-0.95
3003 健和興,202512,-1.61,1.26
3004 豐達科,202512,22.51,2.65
3005 神基,202512,12.43,4.79
3006 晶豪科,202512,52.36,10.71
3008 大立光,202512,-5.44,3.63
3010 華立,202512,-0.91,2.94
3011 今皓,202512,-40.1,-8.98
3013 晟銘電,202512,13.9,6.55
3014 聯陽,202512,-8.11,4.43
3015 全漢,202512,-0.97,0.5
3016 嘉晶,202512,9.22,0.95
3017 奇鋐,202512,128.54,15.75
3018 隆銘綠能,202512,-69.88,2.35
3019 亞光,202512,10.44,2.12
3021 鴻名,202512,5.72,-0.91
3022 威強電,202512,-4.76,3.46
3023 信邦,202512,-8.88,4.41
3024 憶聲,202512,-80.31,-0.49
3025 星通,202512,97.98,15.68
3026 禾伸堂,202512,3.88,2.62
3027 盛達,202512,-35.44,-8
3028 增你強,202512,29.03,4.49
3029 零壹,202512,6.69,4.64
3030 德律,202512,39.49,7.43
3031 佰鴻,202512,12.72,1.07
3032 偉訓,202512,56.02,-22.78
3033 威健,202512,13.52,3.59
3034 聯詠,202512,-9.68,5.62
3035 智原,202512,-4.91,1.66
3036 文曄,202512,30.63,4.03
3037 欣興,202512,18.07,3.81
3038 全台,202512,-19.83,1.57
3040 遠見,202512,-4.76,0.07
3041 揚智,202512,-56.03,-22.78
3042 晶技,202512,-0.1,2.9
3043 科風,202512,-29.03,-9.99
3044 健鼎,202512,11.35,4.77
3045 台灣大,202512,1.13,4.82
3046 建碁,202512,66.58,3.27
3047 訊舟,202512,-55.37,-4.5
3048 益登,202512,-5.81,4.58
3049 精金,202512,8.26,0.82
3050 鈺德,202512,5.27,0.24
3051 力特,202512,-10.13,3.14
3052 夆典,202512,21.79,0.82
3054 立萬利,202512,38.23,10.79
3055 蔚華科,202512,39.8,-6.46
3056 富華新,202512,-97.72,-0.06
3057 喬鼎,202512,8.16,-6.9
3058 立德,202512,3.06,-11.09
3059 華晶科,202512,7.72,1.09
3060 銘異,202512,19.46,0.44
3062 建漢,202512,0.67,-5.78
3064 泰偉,202512,-15.05,-18.24
3066 李洲,202512,2.87,1.42
3067 全域,202512,131.52,-0.19
3071 協禧,202512,2.72,0.98
3073 天方能源,202512,6.7,-1.27
3078 僑威,202512,-23.73,3.48
3081 聯亞,202512,122.44,4.65
3083 網龍,202512,46.74,1.95
3085 新零售,202512,11.27,-1.71
3086 華義*,202512,15.99,-0.64
3088 艾訊,202512,3.44,4.11
3090 日電貿,202512,20.98,3.59
3092 鴻碩,202512,-6.89,-6.13
3093 港建*,202512,-42.87,2.47
3094 聯傑,202512,-2.42,0.67
3095 及成,202512,21.54,5.77
3097 拍檔,202512,11.85,2.49
3105 穩懋,202512,29.37,2.34
3114 好德,202512,0.73,2.42
3115 富榮綱,202512,-32.82,-0.66
3117 年程,202512,3.44,-36.15
3118 進階,202512,-8.16,3.22
3122 笙泉,202512,-17.91,-3.5
3128 昇銳,202512,-16.67,3.22
3130 一零四,202512,6.9,5.48
3131 弘塑,202512,75.94,11.51
3135 凌航,202512,51.48,17.87
3138 耀登,202512,14.89,2.89
3141 晶宏,202512,-1.03,1.29
3147 大綜,202512,29.36,6.58
3149 正達,202512,19.74,-5.39
3150 鈺寶-創,202512,-18.49,-2.89
3152 璟德,202512,-24.14,2.08
3158 嘉實,202512,-0.48,8.63
3162 精確,202512,23.63,1.87
3163 波若威,202512,30.7,7.95
3164 景岳,202512,10.72,1.57
3167 大量,202512,56.6,7.27
3168 眾福科,202512,6.85,2.62
3169 亞信,202512,-1.1,3.11
3171 炎洲流通,202512,56.94,5.14
3176 基亞,202512,-1.2,-4.65
3178 公準,202512,-11.6,-0.43
3184 微邦,202512,-5.54,1.59
3188 鑫龍騰,202512,394.56,6.6
3189 景碩,202512,34.42,2.3
3191 雲嘉南,202512,-24.52,-0.75
3205 佰研,202512,-66.45,-1.12
3206 志豐,202512,-15.62,1.8
3207 耀勝,202512,45.77,-2.98
3209 全科,202512,18.58,6.59
3211 順達,202512,35.22,4
3213 茂訊,202512,-16.62,1.97
3217 優群,202512,8.59,6.34
3218 大學光,202512,-0.48,7.28
3219 倚強科,202512,78.92,-1.83
3221 台嘉碩,202512,8.06,1.34
3224 三顧,202512,8.69,-2.72
3226 龍鋒,202512,-28.54,2.04
3227 原相,202512,-0.71,3.77
3228 金麗科,202512,12.18,-5.45
3229 晟鈦,202512,26.38,1.37
3230 錦明,202512,-7.25,-3.91
3231 緯創,202512,142.59,6.81
3232 昱捷,202512,-40.75,0.03
3234 光環,202512,17.49,-6.67
3236 千如,202512,22.29,1.37
3252 海灣,202512,-0.3,0.64
3257 虹冠電,202512,59.57,3.55
3259 鑫創,202512,47.61,-10.53
3260 威剛,202512,60.87,18.78
3264 欣銓,202512,20.35,4.53
3265 台星科,202512,13.69,3.85
3266 昇陽,202512,-83.69,1.93
3268 海德威,202512,0.27,0.42
3272 東碩,202512,-9.81,-16.37
3276 宇環,202512,-12.9,-0.25
3284 太普高,202512,50.04,6.85
3285 微端,202512,-4.34,2.84
3287 廣寰科,202512,35.7,9.32
3288 點晶,202512,-16.17,-1.27
3289 宜特,202512,11.22,1.15
3290 東浦,202512,23.99,3.78
3293 鈊象,202512,12.46,17
3294 英濟,202512,-18.19,0.33
3296 勝德,202512,-11.67,-0.58
3297 杭特,202512,26.25,-0.41
3303 岱稜,202512,-1.46,4.2
3305 昇貿,202512,27.03,1.5
3306 鼎天,202512,-4.83,0.2
3308 聯德,202512,80.88,2.48
3310 佳穎,202512,13.64,1.8
3311 閎暉,202512,-16.93,1.39
3312 弘憶股,202512,12.35,4.98
3313 斐成,202512,-22.45,-0.49
3317 尼克森,202512,0.71,-0.43
3321 同泰,202512,7.32,-8.97
3322 建舜電,202512,-5.66,-1.68
3323 加百裕,202512,-18.6,-1.42
3324 雙鴻,202512,84.17,8.98
3325 旭品,202512,4.67,-6.23
3332 幸康,202512,2.43,1.66
3338 泰碩,202512,-13.44,1.58
3339 泰谷,202512,41.22,-3.86
3342 飛虹科,202512,16.28,-12.81
3346 麗清,202512,-14.69,2.51
3349 寶德,202512,-40.62,-4.82
3354 律勝,202512,-11.06,-1.15
3356 奇偶,202512,-14.26,10.22
3357 臺慶科,202512,20.74,2.92
3360 尚立,202512,41.99,0.65
3362 先進光,202512,2.14,0.32
3363 上詮,202512,8.59,-0.88
3369 鐵研,202512,-3.05,-0.58
3372 典範,202512,36.83,-1.77
3373 熱映,202512,-21.35,-0.98
3374 精材,202512,14.25,5.41
3376 新日興,202512,-29.25,0.45
3379 彬台,202512,95.57,9.59
3380 明泰,202512,13.84,0.57
3388 崇越電,202512,-3.92,1.78
3390 旭軟,202512,3.47,0.87
3402 漢科,202512,0.03,5.05
3406 玉晶光,202512,30.74,4.66
3413 京鼎,202512,8.92,3.43
3416 融程電,202512,20.75,4.87
3419 譁裕,202512,-5.03,-5.4
3426 台興,202512,-40.72,1.02
3430 奇鈦科,202512,24.92,3.05
3432 台端,202512,261.89,-3.8
3434 哲固,202512,-13.25,1.14
3437 榮創,202512,-22.06,-4.07
3438 類比科,202512,-5.01,0.94
3441 聯一光,202512,30.49,2.24
3443 創意,202512,105.88,9.42
3444 利機,202512,11.29,2.17
3447 展達,202512,15.03,1.97
3450 聯鈞,202512,-14.32,4.51
3454 晶睿,202512,-22.65,1.86
3455 由田,202512,-35.46,3.13
3465 進泰電子,202512,-22.92,-0.34
3466 德晉,202512,-86.06,-1.57
3467 台灣精材,202512,0.13,0.81
3473 智通聯網,202512,63.53,4.38
3479 安勤,202512,7.95,2.83
3481 群創,202512,5.7,0.03
3483 力致,202512,-9.45,1.25
3484 崧騰,202512,-9.81,2.23
3485 敘豐,202512,-11.38,4.6
3489 森寶,202512,-81.69,0.29
3490 單井,202512,-18.99,-1.63
3491 昇達科,202512,35.94,6.82
3492 長盛,202512,-4.15,0.8
3494 誠研,202512,2.41,-9.21
3498 陽程,202512,57.18,3.82
3499 環天科,202512,-29.95,-1.89
3501 維熹,202512,-9.33,0.72
3504 揚明光,202512,1,-0.27
3508 位速,202512,-6.81,-9.34
3511 矽瑪,202512,-6.69,-1.19
3512 皇龍,202512,165.34,7.3
3515 華擎,202512,48.9,5
3516 亞帝歐,202512,4.74,0.89
3518 柏騰,202512,-13.28,-4.46
3520 華盈,202512,2.37,-0.13
3521 台鋼建設,202512,157.17,-1.24
3522 御嵿,202512,19.13,-5.21
3523 迎輝,202512,-25.96,0.36
3526 凡甲,202512,17.28,7.7
3527 聚積,202512,-17.89,-1.54
3528 安馳,202512,112.87,7.25
3529 力旺,202512,3.72,16.15
3530 晶相光,202512,48.21,4.12
3531 先益,202512,-25.89,2.47
3532 台勝科,202512,4.87,1.24
3533 嘉澤,202512,11.56,6.7
3535 晶彩科,202512,230.67,5.25
3537 堡達,202512,11.41,5.5
3540 曜越,202512,24.61,0.91
3541 西柏,202512,-2.98,-0.83
3543 州巧,202512,-2.05,-4.27
3545 敦泰,202512,-33.12,-14.35
3546 宇峻,202512,19.74,5.92
3548 兆利,202512,-26.06,1.68
3550 聯穎,202512,-4.77,-3.21
3551 世禾,202512,25.48,3.08
3552 同致,202512,0.91,0.66
3555 博士旺,202512,380.83,11.8
3556 禾瑞亞,202512,13.09,4.25
3557 嘉威,202512,-21.68,0.96
3558 神準,202512,-4.94,0.56
3563 牧德,202512,9.51,4.66
3564 其陽,202512,4.28,0.57
3567 逸昌,202512,-0.3,2.22
3570 大塚,202512,-18.22,4.74
3572 宏芯,202512,-31.76,40.72
3576 聯合再生,202512,-61.1,-2.17
3577 泓格,202512,16.68,3.01
3580 友威科,202512,-25.55,1.87
3581 博磊,202512,41.47,4.73
3583 辛耘,202512,9.49,5.53
3585 聯致,202512,8.85,-2.41
3587 閎康,202512,13.99,2.61
3588 通嘉,202512,-0.45,0.46
3591 艾笛森,202512,-18.16,-0.56
3592 瑞鼎,202512,-6.94,2.76
3593 力銘,202512,-20.76,9.69
3594 磐儀,202512,10.07,2.68
3595 山太士,202512,249.52,19.98
3596 智易,202512,7.58,4.09
3597 映興,202512,-4.68,1.51
3601 前源,202512,26,-7.59
3603 建祥國際,202512,-10.39,-7.01
3605 宏致,202512,0.85,1.75
3607 谷崧,202512,-30.23,-0.18
3609 三一東林,202512,214.51,-6.35
3611 鼎翰,202512,8.31,5.23
3615 安可,202512,-24.96,1.03
3617 碩天,202512,-14.38,2.97
3622 洋華,202512,52.86,2.46
3623 富晶通,202512,24.87,0.57
3624 光頡,202512,11.9,2.25
3625 西勝,202512,3.28,-8.9
3628 盈正,202512,-11.03,2.64
3629 地心引力,202512,148055.56,6.11
3630 新鉅科,202512,22.13,-2.07
3631 晟楠,202512,-87.17,-0.66
3632 研勤,202512,-6.07,2.29
3633 云光,202512,-11.38,14.17
3645 達邁,202512,-2.49,2.39
3646 艾恩特,202512,-3.44,0.12
3652 精聯,202512,0.92,1.58
3653 健策,202512,19.29,6.79
3659 百辰,202512,-2.86,7.02
3661 世芯-KY,202512,-63.83,3.78
3663 鑫科,202512,28.05,-0.06
3664 安瑞-KY,202512,-119.22,-158.71
3665 貿聯-KY,202512,37.25,6.18
3666 光耀,202512,-26.67,-8.46
3669 圓展,202512,16.23,2.42
3672 康聯訊,202512,-43.16,-8.57
3673 TPK-KY,202512,-9.11,0.18
3675 德微,202512,-5.24,2.53
3678 聯享,202512,8.47,9.08
3679 新至陞,202512,-17.16,4.79
3680 家登,202512,53.84,4.73
3684 榮昌,202512,0.94,4.1
3685 元創精密,202512,14.27,-2.81
3686 達能,202512,11.34,-2.17
3687 歐買尬,202512,8.77,0.97
3689 湧德,202512,17.28,3.92
3691 碩禾,202512,158.1,0.92
3693 營邦,202512,-28.61,1.57
3694 海華,202512,12.64,3.27
3701 大眾控,202512,-26.73,-5.95
3702 大聯大,202512,10.25,3.73
3703 欣陸,202512,59.91,2.51
3704 合勤控,202512,-24.59,1.58
3705 永信,202512,0.18,3.26
3706 神達,202512,30.18,2.92
3707 漢磊,202512,12.19,-1.79
3708 上緯投控,202512,-87.99,-2.81
3709 鑫聯大投控,202512,19.47,12.61
3710 連展投控,202512,-11.02,-12.55
3711 日月光投控,202512,9.65,4.21
3712 永崴投控,202512,-41.26,-68.73
3713 新晶投控,202512,7.76,-6.48
3714 富采,202512,-5.43,-1.65
3715 定穎投控,202512,16.97,0.9
3716 中化控股,202512,-5.03,0.84
3717 聯嘉投控,202512,13.39,2.38
4102 永日,202512,11.32,-0.17
4104 佳醫,202512,0.12,2
4105 東洋,202512,-2.92,4.14
4106 雃博,202512,1.76,1.15
4107 邦特,202512,12.48,4.42
4108 懷特,202512,-10.5,-1.34
4109 加捷生醫,202512,2.58,1.67
4111 濟生,202512,4.68,3.36
4113 聯上,202512,-97.13,-1.46
4114 健喬,202512,5.33,1.37
4115 善德生技,202512,-1.66,0.46
4116 明基醫,202512,4.23,2.5
4117 普生,202512,-25.34,115.44
4118 友合生技,202512,355.98,9.86
4119 旭富,202512,-11.54,0.72
4120 友華,202512,5.62,-2.65
4121 優盛,202512,-1.93,-1.05
4123 晟德,202512,-10.93,29.41
4126 太醫,202512,-9.83,3.01
4127 天良,202512,51.53,-0.56
4128 中天,202512,7.54,-1.05
4129 聯合,202512,15.2,3.23
4130 健亞,202512,1,-0.27
4131 浩泰,202512,469.83,-5.04
4132 國鼎,202512,134.44,-50.36
4133 亞諾法,202512,-4.66,0.84
4137 麗豐-KY,202512,7.33,2.99
4138 曜亞,202512,-10.71,2.52
4139 馬光-KY,202512,-3.88,-11.8
4142 國光生,202512,36.76,4.05
4147 中裕,202512,2.83,-1.76
4148 全宇生技-KY,202512,17.08,1.77
4150 優你康,202512,-23.42,-27.25
4153 鈺緯,202512,2.89,2.94
4154 樂威科-KY,202512,5.23,-2.82
4155 訊映,202512,-19.76,2.32
4157 太景*-KY,202512,2104.37,20.81
4160 訊聯基因,202512,9.01,1.99
4161 聿新科,202512,3.51,2.69
4162 智擎,202512,-84.83,2.7
4163 鐿鈦,202512,-0.13,2.85
4164 承業醫,202512,18.4,1.32
4166 友霖,202512,38.4,3.65
4167 松瑞藥,202512,15.5,2.33
4168 醣聯,202512,38.61,-8.07
4169 泰宗,202512,1.8,-0.42
4170 鑫品生醫,202512,-19,21.02
4171 瑞基,202512,31.69,0.39
4172 因華,202512,144.69,-27.61
4173 久裕,202512,19.23,0.59
4174 浩鼎,202512,80.44,-16.66
4175 杏一,202512,3.29,3.4
4178 永笙-KY,202512,-15.67,-2.8
4183 福永生技,202512,2.16,-0.9
4186 尖端醫,202512,-3.49,11.88
4188 安克,202512,-72.08,-3.04
4190 佐登-KY,202512,11.56,0.77
4192 杏國,202512,11.93,-4.91
4194 禾生技,202512,-100,-31.33
4195 基米-創,202512,42.53,-5.28
4197 暐世,202512,27.65,1.5
4198 欣大健康,202512,-2.5,-3.54
4205 中華食,202512,-0.31,4.97
4207 環泰,202512,-5.06,2.76
4303 信立,202512,7.53,2.39
4304 勝昱,202512,-17.09,-4.38
4305 世坤,202512,-2.35,5.5
4306 炎洲,202512,11.06,0.32
4401 東隆興,202512,-5.2,1.16
4402 郡都開發,202512,88.36,-0.24
4406 新昕纖,202512,-25.06,-1.47
4413 飛寶企業,202512,56.77,7.28
4414 如興,202512,-8.09,3.76
4416 三圓,202512,200.1,3.56
4417 金洲,202512,3.35,3.27
4419 皇家美食,202512,4.19,-5.79
4420 光明,202512,9.46,0.8
4426 利勤,202512,-2.19,-5.51
4427 展頌,202512,-18.32,-4.73
4430 耀億,202512,-10.05,0.24
4431 敏成健康,202512,3.54,-2.02
4432 銘旺實,202512,-14.32,3.1
4433 興采,202512,25.73,5.04
4438 廣越,202512,35.5,-0.07
4439 冠星-KY,202512,24.92,0.03
4440 宜新實業,202512,11.01,3.11
4441 振大環球,202512,26.35,3.43
4442 竣邦-KY,202512,8.93,4.93
4502 健信,202512,-19.17,-4.39
4503 金雨,202512,16.75,2.77
4506 崇友,202512,-19.71,4.53
4510 高鋒,202512,41,-0.96
4513 福裕,202512,-4.34,-6.13
4523 永彰,202512,-48.54,-5.3
4526 東台,202512,-19.36,-4.2
4527 方方土霖,202512,4.28,8.74
4528 江興鍛,202512,4.09,0.23
4529 淳紳,202512,-21.67,-4.86
4530 宏易,202512,242.3,7.32
4532 瑞智,202512,-20.01,2.64
4533 協易機,202512,7.86,0.99
4534 慶騰,202512,1.04,7.14
4535 至興,202512,-19.76,1.96
4536 拓凱,202512,-29.65,2.97
4537 旭東,202512,-8.79,13.42
4538 大詠城,202512,42.19,0.57
4540 全球傳動,202512,22.35,1.37
4541 晟田,202512,19.62,4.19
4542 科嶠,202512,105.46,1.65
4543 萬在,202512,18.29,2.09
4544 春日,202512,-31.2,-0.6
4545 銘鈺,202512,-0.89,0.57
4546 長亨,202512,59.17,8.22
4549 桓達,202512,-13.23,2.7
4550 長佳,202512,21.57,2.76
4551 智伸科,202512,3.22,3.18
4552 力達-KY,202512,-10.51,0.67
4553 盛復,202512,4.32,0.66
4554 橙的,202512,0.35,4.24
4555 氣立,202512,3.71,0.66
4556 旭然,202512,10.4,2.28
4557 永新-KY,202512,-19.33,2.83
4558 寶緯,202512,-21.83,-0.14
4559 久裕興,202512,-16.44,4.52
4560 強信-KY,202512,2,3.05
4561 健椿,202512,-12.76,1.3
4562 穎漢,202512,-36.56,-5.01
4563 百德,202512,-11.67,-11.52
4564 元翎,202512,-28.37,-1.81
4565 宏偉,202512,-9.64,11.71
4566 時碩工業,202512,1.61,1.55
4568 科際精密,202512,31.88,2.56
4569 六方科-KY,202512,14.98,1.01
4570 傑生,202512,3.6,4.45
4571 鈞興-KY,202512,-11.87,3.91
4572 駐龍,202512,-19.59,2.03
4573 高明鐵,202512,11.93,-0.99
4575 銓寶,202512,10.65,3.02
4576 大銀微系統,202512,22.02,2.18
4577 達航科技,202512,-4.07,0.96
4580 捷流閥業,202512,-14,1.64
4581 光隆精密-KY,202512,0.95,2.34
4582 聚恆,202512,15.29,7.4
4583 台灣精銳,202512,4.15,2.89
4584 君帆,202512,-19.8,2.33
4585 達明,202512,21,0.93
4587 寶元數控,202512,-1.22,-19.07
4588 玖鼎電力,202512,-8.06,6.27
4589 碩陽電機,202512,-20.69,3.51
4590 富田-創,202512,-22.99,3.21
4609 唐鋒,202512,29.85,-1.31
4702 中美實,202512,-65.88,3.68
4706 大恭,202512,12.25,2.19
4707 磐亞,202512,-22.58,1.89
4711 永純,202512,1.74,0.21
4712 福格創新,202512,76.8,-24.16
4714 永捷,202512,62.6,-0.87
4716 大立,202512,-7.68,-0.56
4720 德淵,202512,-4.28,1.19
4721 美琪瑪,202512,0.72,5.21
4722 國精化,202512,-10.11,2.17
4724 宣捷幹細胞,202512,-6.25,-5.08
4726 永昕,202512,46.7,-3.24
4728 雙美,202512,6.07,10.31
4729 熒茂,202512,4.23,0.42
4730 通用,202512,-14.96,0.69
4732 彥臣,202512,-3.77,-11.96
4735 豪展,202512,18.96,2.84
4736 泰博,202512,-11.88,3.83
4737 華廣,202512,-14.98,-5.07
4738 大同精化,202512,6.69,3.97
4739 康普,202512,113.02,2.16
4741 泓瀚,202512,-12.72,1.12
4743 合一,202512,37.56,-0.31
4744 皇將,202512,9.3,6.6
4745 合富-KY,202512,-44.17,-4.24
4746 台耀,202512,-3.5,1.46
4747 強生,202512,1.83,-0.17
4749 新應材,202512,18.48,2.89
4754 國碳科,202512,-11.79,1.4
4755 三福化,202512,-28.8,2.43
4760 勤凱,202512,35.43,7.62
4763 材料*-KY,202512,-38.89,6.02
4764 雙鍵,202512,3.47,2.34
